id,time,doppler_frequency,weight,IR_Sensor,label
bb4e6a4f-72d3-4f4c-af2f-6a03939a0747,14:55:47,94.96,79.75,2,0
83d71438-38be-41fb-ac71-f156cd4d2641,6:05:39,106.91,68.96,91,0
5f584cb3-b4ea-44d7-88e1-4e5066137437,14:38:45,93.68,75.54,23,0
c3727bfa-7f84-49d0-9904-77b6feceb917,7:03:53,101.88,72.86,46,1
d41140b1-953d-43cc-8e92-61e43be4d029,4:51:35,91.61,71.99,78,1
63465392-d741-4ed6-925d-0e30d9363cae,22:16:04,103.06,75.51,81,1
affb7503-2d45-4776-bf8e-0613a37810a8,10:06:14,98.12,74.61,138,1
ab155f75-a4cd-4256-a787-42db198008fc,3:59:55,90.0,69.32,159,1
5085f07e-eead-468c-a873-b970720f50b2,13:10:20,92.29,77.32,111,1
72cdbf39-1edf-4008-b603-64d513058067,21:26:48,86.62,69.13,53,0
63e5e74a-6481-4f30-80d9-8d00d60cb209,8:28:08,104.14,77.36,79,1
c5059041-a38a-4d60-bdcd-da2fb3f66618,11:49:49,95.69,73.92,22,0
83cfd3f4-4ac4-48a1-be35-772b1f7cddf1,4:38:59,110.76,75.46,142,0
216f07a3-8e21-405e-aff8-afa7adb08606,3:03:47,104.25,80.93,252,0
a12d6786-c1c6-477a-8bf6-ca80539e3d5b,9:19:51,101.97,75.51,167,1
708146e8-47fd-4302-8645-10f6a87c4227,4:42:28,106.13,71.48,154,0
82673560-084b-4eea-8f77-e8b6cecd8594,4:48:42,106.02,84.89,225,1
9fb1e2f8-2976-4043-88c5-405310167aff,12:16:20,93.33,68.38,117,0
e2dc85f3-b45c-4f15-8fb5-a43d33f19c3e,4:45:42,96.38,75.01,132,1
0183cbd6-8bc8-4a69-8253-0d76ec071521,7:13:44,101.95,78.33,108,0
9e23a316-b962-4123-98a0-e23f1f764b0f,21:14:02,96.12,77.9,248,1
52d0e4c5-1dae-42ee-b17b-58d7e1a57c13,3:48:10,101.75,75.17,53,1
d80b2b23-bf82-403e-ab3a-157ec8b433f4,0:55:13,88.85,75.12,249,1
43abed6a-a1fa-4ea9-9c1d-987c5a650683,14:42:41,108.92,72.96,237,1
cc676eb9-0cbd-4d2e-b2e7-4bb72ca7a6ba,10:05:54,105.15,63.16,142,0
24895d16-2ecc-40b2-9a1d-2eccfe56fde7,15:55:55,94.65,68.07,39,1
391e609f-3aa5-4f48-98c3-337dd888585e,6:43:59,108.85,78.77,27,0
ca862092-78c0-43c8-b879-67412404fe5e,19:38:47,103.66,75.82,65,0
568a8502-9914-430b-a391-089083a637f7,3:37:59,100.57,80.15,219,0
b2206e6b-53dd-4dba-9778-3fe44dd200a8,5:44:26,99.64,72.73,74,1
73fd9ac3-ee84-4212-a103-7bde3891902f,11:29:24,82.44,71.36,77,0
26edcca3-c38c-466a-8c03-3630c6dd84d6,5:06:06,92.03,75.35,254,0
179ad17d-79ed-452d-b392-8216bac64481,20:54:11,107.86,76.1,98,0
59083f74-2f53-4a9d-bfd9-519a55433c49,13:21:05,104.61,68.48,104,1
0a9fc89d-6668-4c61-9ed9-fb17728d760e,5:20:40,106.79,72.9,70,1
9b3946cb-e008-4956-bc93-b9c5940e0cf0,2:21:09,109.5,63.05,37,1
788712a2-c14b-42bf-892d-a755c58fb625,5:02:00,92.25,70.83,213,1
bdd085c6-00cf-4642-afb6-79b77154af20,4:37:44,96.97,83.3,28,0
59aa4918-aaa7-4103-ae76-d084eec5d868,3:29:47,105.32,83.4,255,0
82a0540d-20b9-4cc5-bc49-d49af3266d22,2:26:21,98.64,78.78,11,1
4c228b0a-b937-4604-a545-eea9c63f66df,22:13:57,100.45,72.35,49,1
d8c6107a-9601-4622-b604-770a04013e9f,2:37:15,94.25,70.52,10,1
938fb864-ec26-49ee-9dd3-1d7bee35ca85,10:02:34,89.69,72.15,141,1
103ed898-f7b3-474d-8f2c-aad178e88a94,19:14:07,95.09,74.9,196,1
046e1567-97d3-4fb7-922f-574ebb5583ae,11:21:37,105.62,73.84,251,1
3220f2a0-0dc4-4fc0-ade7-7570fcc5f504,9:29:59,97.65,66.05,183,1
a10804a4-ca47-4219-974b-3080e75042e0,20:35:11,106.48,73.67,135,0
10a220fc-4d3c-4ddb-96ce-c4165a0fc5ee,12:28:46,92.66,73.67,96,1
d3bac3b4-7332-4297-8b7c-48dd2925b5a4,22:04:39,97.08,64.94,251,1
6a333164-c5a0-4a51-80af-395cecd7df08,9:08:28,106.9,74.31,20,0
2d0d6cc8-ac4d-4f6b-b4d7-be58c870d389,16:27:25,95.45,78.47,9,0
c2600b4e-c7c0-4f36-a7ed-7d62d513a9e0,21:46:59,99.76,71.44,8,0
32ab48aa-d349-4379-962e-144edccedc75,19:47:23,110.59,70.15,144,1
e1fdbb1f-9552-418f-8291-2e3da4016b5c,5:48:20,95.28,73.13,189,1
33777316-b25d-4e55-9335-975c971d1f4a,7:48:22,107.4,76.34,168,0
6b72e998-9404-425f-b971-34e4aae8a700,12:40:24,110.5,70.99,80,1
2c180194-80ca-4266-b59e-6a0ae3f800e7,13:51:07,100.35,80.03,162,1
fb574b03-c276-47c0-a584-97bb3746ba04,9:21:33,100.35,71.2,180,1
8da5df08-f5af-4160-bac9-2a34d011c99b,22:28:14,90.08,69.36,176,1
c2a6699d-4236-428b-a57a-86570609b891,20:55:26,102.73,74.65,26,1
e187b9c7-3c8d-430e-8902-b2f71c34e489,10:57:43,93.88,76.25,31,0
b6a71ec6-d135-40dd-b6e1-12bf4994be28,2:39:42,110.11,79.0,56,0
ace5f673-70cd-429b-9db8-472b3b620e0f,19:17:43,89.33,70.14,55,0
da9053f7-ff47-4e46-aa5d-bf83ea3b69a8,6:51:54,92.96,78.7,221,0
c97bc0c3-4e1d-4652-9152-5884d90b2a8e,20:56:14,106.63,76.1,249,1
84f11ad9-6118-4709-8e5c-09ada152bdbc,13:04:09,86.16,72.44,23,0
e47fc7e4-1ede-4cca-b1a4-e1a6ebe8be16,23:38:40,86.93,73.71,204,0
5053565f-83ab-428f-9cf9-fbfe73d4afe2,16:34:22,103.56,75.1,208,1
639b6035-7efb-405e-b85a-3bb0363c8d18,5:35:19,101.45,73.45,152,1
e3a54814-525b-4ffe-9cda-f98964f4dfb4,7:47:02,105.88,69.27,137,1
a9399666-7c79-4a64-8451-d64607072214,12:47:02,111.1,78.06,157,0
ffa09472-9dc8-495c-91d1-cf93ca6645ef,3:50:02,102.48,72.63,191,0
42465112-a746-40b8-a509-0bb6e1dc62e5,19:21:31,101.47,73.81,149,1
02f3bed4-99b5-4f73-b4ff-37280206bbc3,5:18:08,99.61,77.14,152,0
0653114d-0f21-4d68-af45-153768457491,3:26:52,102.16,89.57,9,1
3a316bc6-5908-443e-9429-bbf76be74ace,11:26:43,109.23,70.54,248,0
c11acf02-2352-486a-83df-cf7ac4f988de,6:20:05,104.28,75.54,109,1
baeebe0f-e94f-4f68-8b59-0dd80f43d36e,11:25:54,106.26,71.5,25,1
2e7ffb44-f70b-4b9e-b0fb-bd9129302bde,2:38:05,101.64,79.16,253,0
72235df5-ba02-4abb-8c50-68d4635b7397,23:23:18,95.79,79.18,135,1
f2869943-541e-4221-89b5-b249f0b1d1ba,5:02:23,108.49,71.99,43,0
81ad0775-c7b0-455b-ad1e-2b5586a73dc4,20:48:05,101.93,76.43,46,0
48cf099f-bdac-4bf4-bf73-1d29eec6a81f,7:49:57,99.85,72.03,126,0
16d4b74f-ef3b-4f2b-ae07-2e101cf6f5f0,15:24:24,95.46,75.77,156,1
318163ac-78fc-4876-aa0a-e6ddf62ddfd6,4:31:05,110.94,74.8,213,0
f626dd11-f927-4024-9584-2fb5f478fe1d,19:24:02,99.62,68.81,84,1
349ef4a1-6c15-472b-a72b-02ad05862636,9:38:35,93.26,75.39,222,0
f22d19b0-d86b-443a-a2aa-6df3977a6151,21:28:06,95.27,73.46,180,0
c7150609-269f-4d73-b533-cdc1e0d1bfb0,3:41:42,94.15,77.66,16,0
f65a435a-66b6-43a6-83e5-a75a5d959560,23:57:28,94.11,71.45,215,0
d9c6c6b9-89ff-46e1-9c92-ec89ed220785,5:15:36,103.51,84.09,55,0
dae5f9ff-b78a-4238-a283-7e0612a56185,17:05:09,106.98,65.99,233,1
50b1955c-05e5-4db0-8cfb-996a90c0b842,13:22:40,109.68,74.98,190,1
23a9dbb1-a5b6-4672-9df5-ed8ef63a748b,6:23:02,99.56,71.72,198,0
21268a4c-b557-4044-83f6-00ceefdc3081,16:25:10,96.47,62.88,19,0
0e2102af-4554-4be1-8f73-d83a0a73b733,0:15:34,98.28,72.21,147,0
066a54f1-e5d2-45e1-a239-68d0004ae500,20:32:42,83.91,69.51,218,1
0578b646-79cf-4ebe-aaa7-da369bcf3433,10:29:29,101.98,81.2,142,1
48ac47fd-a390-4be3-bfca-6fab0b17e338,16:58:12,100.03,70.18,62,1
497f6b1c-9ebe-4af5-986d-ef98167d2267,22:52:20,108.53,71.91,47,0
b3f14fb1-3448-4c49-a6ed-a369063a84b9,1:50:59,95.47,76.35,222,1
d1083a5d-1b22-4604-a2c7-0d955c64f2c4,1:27:23,86.17,79.33,56,0
a50e64a5-66ba-4b05-86eb-5d028fe046d1,21:27:09,91.45,81.59,104,0
9e73b3ff-9559-42d9-be42-df7e612db0e8,19:15:18,98.07,76.01,232,1
8588869b-4ea3-4d08-90bb-964e9a50e65a,7:09:33,112.42,70.45,229,1
43c370dc-d41c-4dfd-95db-5038a2893f07,16:30:12,94.36,78.25,130,1
6b3dcda3-bf2b-4bb9-8d4e-186d7f6d08ce,6:55:40,101.43,76.75,97,1
45909cf0-8717-4dff-b290-062fe9c9991d,22:49:43,103.56,73.19,165,1
91c881eb-dd00-4baf-a229-4736bfc54253,13:43:30,96.36,77.2,86,0
5bc92642-7008-4451-882a-f7b994b27024,20:01:36,102.94,80.15,35,0
645e5673-7da2-4962-9509-83c95d3da395,18:17:48,98.22,70.59,41,0
a81c1295-6ce5-4e10-a1c5-ca8123b82c5e,16:23:38,100.85,77.28,201,1
2864ca07-6e6e-4b47-8e92-386e07585365,8:47:26,93.47,76.55,115,1
f90b4318-4d32-419a-9f17-613ae05557a1,20:48:07,101.71,70.53,43,0
401b6733-cc79-4dde-b04f-974ea21ac9cc,23:38:40,101.74,77.73,44,1
0f1280f8-2ab7-43d8-925c-8545d80b10ed,7:42:25,89.16,75.19,91,1
1bf8ed44-93bd-45d2-9f28-5ff615ed72a6,9:13:57,89.83,73.65,209,0
af0a31f8-714e-49f5-8c6e-84598d77d969,20:17:52,108.46,75.01,251,1
cd1be2d8-9a83-4fbb-a62c-3741ec5f4394,19:45:44,102.54,68.22,59,1
0d7390e5-8f47-4458-9348-8c9abbd2d6c6,13:46:26,105.44,76.56,203,1
192bf836-6ff3-426c-8634-017d848983d3,12:13:28,104.99,70.94,210,0
2652a441-7364-4ec7-9c78-7712846b7d2e,2:39:11,100.42,85.58,1,0
903a71bb-50a2-4b7e-9e35-09865da149c6,3:20:52,97.76,73.45,26,1
cdea0362-8cf1-4c82-aa73-bc696dacc85d,16:13:18,107.47,76.29,139,1
c746350b-bd6d-4819-bb5a-d4135b64162a,1:15:51,106.29,70.7,183,0
94428d39-e1f9-4d7d-8a88-f8e450e537da,21:52:16,113.17,76.53,87,1
0a3d5988-8fdf-45ae-b2d6-4b5ca33677dc,0:28:53,98.69,78.15,74,0
c7311b0d-b3d8-4137-919c-9bb1bb646ed5,12:22:19,92.3,84.78,88,1
134032ac-3d58-46cd-bd8a-3c567898c9ab,4:20:02,89.78,75.47,191,0
c8bd29df-0976-406e-991e-b9403b30ff07,17:38:34,94.62,66.36,47,1
6244d9c5-2bad-4684-b5c1-958f0557c039,19:56:54,95.44,71.19,182,1
eea9a748-a26b-4207-9265-0732c5031aef,17:02:44,103.54,77.35,196,1
bc3e0193-3362-4131-96b8-4f3972a1fc61,3:37:02,100.24,73.54,15,0
e64ff5ee-2991-4801-a06a-4c14f11d9482,6:18:28,95.03,76.62,54,1
9ddf28f6-c818-4aca-888e-5e47efea8405,11:25:22,105.17,85.05,41,0
2aa67082-d2e7-4671-b9a7-6f2a8827ae53,23:26:33,106.99,77.23,13,0
2f56d47a-55ca-4988-b38b-625c91dddccd,17:16:07,109.18,72.06,60,1
75acd44a-0a4f-48d5-86b9-328c449adc71,16:43:20,92.46,63.03,188,0
d135c476-7843-42e4-b102-521f4b45f155,11:43:44,94.55,75.95,212,0
e61b7f96-5dde-40ae-918c-fbc0a28e3929,13:50:32,102.93,72.11,189,0
e5128a02-b74c-4540-ad86-5d55ca53e2f3,18:09:10,101.01,85.76,40,1
94070b42-568f-4e62-a234-d86fbea95831,16:58:48,102.68,72.78,135,0
16b4d283-5b4a-4d68-8de8-fafdf7658e81,22:51:55,99.96,67.04,6,1
ee32a622-93de-4206-ac6d-3cb12d012555,13:48:31,100.6,75.42,55,0
57256343-4216-4339-b8fe-728b7a058508,15:30:02,103.7,84.85,233,1
3b83c07b-4a5b-46a1-bddb-3792dbe4bb60,9:22:09,89.1,72.95,106,1
fa43b345-dd94-4393-8169-7d57bdf85012,5:52:57,102.98,66.62,169,0
2bba98e9-6c7a-4311-8f1e-3d402f1350c6,3:47:59,99.61,74.41,151,1
82599197-89ff-4d47-9617-987a3d51f49a,22:25:55,94.83,72.93,138,0
b556a4c8-11cd-41d4-aaf0-cdb7866b5522,8:15:54,107.34,71.27,134,1
9f6d2c3d-8add-423e-8442-8317e5540c06,10:29:08,112.91,74.71,242,1
91d5924d-b12b-4e94-8181-3446aee62475,12:19:13,92.66,71.07,125,1
df9fc83b-f088-4445-a9c0-70498986ac08,22:06:10,98.72,75.86,49,1
e795a83c-f1dc-4748-ad06-b737f1a09e28,7:39:43,92.22,66.65,178,1
fd25faeb-9730-425b-88d9-d90acbaadc47,15:55:39,92.93,72.3,146,0
d3f64922-811d-4cb1-a65c-76f23b8e70ad,19:10:59,107.14,74.47,173,0
ada4d6da-c907-418b-ad29-bd966d5a9f2f,21:04:50,115.13,78.76,38,0
f7b69774-7f3c-441d-a6da-8c108f2c5dc8,7:19:16,96.86,76.2,63,1
ba8508c6-9e49-4bbb-931b-97777ecc0b9b,6:21:54,107.48,74.92,247,1
e0618129-5297-44e8-939b-59187dc69a21,5:12:29,109.86,77.24,226,1
8011e784-ec27-4b3c-8306-6496dbdde553,11:23:48,99.67,75.1,212,1
6bc7a15e-6ef5-4311-9342-867e048a8d7d,14:41:20,104.95,76.16,167,0
35e41adf-a01d-453a-99e7-ff4f898b8068,5:27:36,101.07,78.98,77,0
06baa07b-f0f1-45db-aa25-d5ac7f410b5e,18:48:23,96.38,78.42,111,0
258e7aa6-7609-4fc4-9ebd-ec11f986c677,23:36:03,98.95,74.93,75,0
3fd9438f-b303-4c0f-8fab-063437751f44,2:07:25,104.75,78.78,123,1
99788b1d-e9b6-4b54-a23f-ca5107c5e27f,1:14:32,99.25,72.86,168,1
720c0207-f449-4720-88a8-0ecec3bf426d,0:42:21,102.4,78.48,209,1
1b8cf07e-8d0e-4c0b-a834-72cf682e036f,2:39:23,89.54,65.46,77,1
184878a6-7271-4f2b-9f5a-370ce07a1f8a,16:22:51,90.36,71.67,86,0
fb9f37a6-df89-4f3f-9f96-0d0c9f0baab7,6:16:45,105.01,75.98,158,0
32723546-69a3-42bb-a2fd-46ca18993789,10:35:20,107.32,85.72,195,0
87cd1ef2-cace-4346-ab51-95824176c77e,5:52:05,103.91,74.56,198,0
c83e3ad4-6f25-4322-b649-32b6c8402ec3,15:39:27,95.77,73.66,128,0
cf4eeae1-74b8-442c-937a-4ae113c6cfcd,20:21:10,90.41,77.76,95,1
1faa053e-04d4-496a-b1f5-f6a516c3c259,3:18:43,91.68,79.11,64,1
103cae71-e358-4ee5-99ae-bacf7912ab6e,7:24:06,96.93,72.23,99,0
a073c830-d25a-45e9-9647-354d5b2b6666,9:54:13,98.15,70.64,231,0
97e8af54-3655-412e-b944-6fffc7467c02,11:47:40,95.29,86.23,111,1
c6ed29c4-f64f-4595-8442-38c06c9acb39,10:27:47,92.91,81.08,21,0
67577fa7-3a63-4a20-8b6e-4d9aca1d2e03,7:26:54,93.6,82.62,159,1
d97112ec-21c9-4c80-a64d-f0fb8cbd5854,20:32:40,111.52,76.67,124,1
87bceb83-1dfe-4365-9d09-9bef31c97ffb,9:11:36,99.78,77.39,76,1
0a3bf6af-99cd-4e6d-ad36-648755d75d8e,14:11:48,104.38,67.74,219,0
7fcb58f1-7036-4897-99c4-c9d29bc18f34,23:16:50,104.39,73.83,105,1
687deffe-6e99-4b52-9596-c172277c7c8d,5:47:41,90.36,73.03,40,1
bdff6338-e2cf-43e0-ab01-90a3ad947655,23:46:41,99.1,80.1,245,0
030409ed-a5ca-448b-84da-109a774d6f3c,5:48:13,95.57,75.63,153,0
5a7402af-df60-472f-ad41-11cf522ecf61,7:40:55,109.1,81.25,2,1
5ada001c-ae48-4647-a052-a6a23934446d,7:39:10,91.62,77.62,38,1
bef7fbc0-28cd-420a-800f-4457ef3976c8,4:40:09,100.84,71.84,68,0
d201ce2f-8392-4d48-9fdd-b699f14aa573,18:52:37,90.5,82.42,142,0
e4a58d8d-6ce4-4664-8793-b50c3f1cdbb1,13:01:03,97.65,74.54,24,0
9e802c05-520e-4c35-a5d7-25c52c1ff5c5,13:46:45,98.65,75.85,77,1
a4b88b84-41fc-4160-90e8-23b83539f7c3,16:22:26,90.64,72.48,37,0
2e97621d-153d-4f6b-a662-09bd2c9afadc,2:09:21,96.83,77.08,152,1
e29a2393-3753-489a-bc39-5db8b5450d71,17:11:34,100.58,79.51,212,1
28cf723e-e03e-45f4-94cf-a5290eec0c26,19:48:31,94.23,78.68,226,1
2facabdb-4d4a-4cdc-894b-d94967d48720,20:09:11,105.76,79.7,61,0
def51732-9eed-49fb-bbd5-af67d1bab36c,18:29:15,109.08,71.62,119,1
e7d2cff7-8d66-4323-bb8e-22f3502dbc07,20:32:50,112.48,75.55,212,0
7835243b-2ee5-4245-936d-2558067f746b,12:26:47,99.37,68.06,26,1
2323197e-771d-420d-99a0-900d481b807a,6:31:03,101.29,78.74,151,0
fc3c8673-8bb8-4be2-85c1-cfaca67a9d56,13:29:45,99.63,73.44,122,0
bffdfcbb-0f1c-4362-b754-d8b16903837b,18:24:11,106.79,69.52,19,0
964e2fc5-b556-4cff-a133-d8c636d84f5d,19:01:01,98.18,73.57,241,1
0e10ae61-4119-4871-901b-11577feeec1a,15:19:34,113.8,76.93,16,1
e1678b03-c920-410b-8a49-5798b31b059c,20:53:01,102.69,74.34,171,1
f2ac77f3-2776-4e8e-9838-153121f24436,12:05:00,101.09,79.36,43,0
728eba85-672a-4228-871b-f35ac424a9e8,18:26:48,98.51,68.32,115,0
fc16a953-8813-4af5-9116-d86a8889fe00,3:51:49,95.26,70.32,70,1
3bba5b11-c3b1-45f1-89a0-c162280d1118,1:16:24,98.29,72.33,173,0
c13ff983-c101-4c20-83dc-b8d9b3fcf02d,21:20:57,103.21,68.51,104,1
1df7bd65-7b13-4b14-903f-c76a344ffa4a,2:25:22,109.59,77.35,115,0
9aa53fd6-15fa-441a-ac6c-2726d4c0a1b6,23:03:50,88.96,74.69,232,1
f6356a25-dacf-41af-bb99-b89477e9ea25,4:45:07,99.99,71.43,251,1
acfaa02f-1fc9-473c-8f32-2876a4ecabf4,21:23:57,102.97,71.34,67,0
e570f55f-5e7d-441d-853b-4fcd715a6a34,23:23:55,104.75,79.32,41,1
4b68e271-a631-4484-94be-2a88c48042ad,6:45:03,92.42,79.73,194,1
9ded7afb-1c76-44a8-a30b-96924c359f95,4:48:48,104.68,78.64,37,0
68024493-e020-4578-ae6d-25dc79c96b9b,10:31:47,102.69,72.84,165,0
c4879e2e-3068-419b-9a92-d4efdd7236ae,15:16:02,84.92,80.43,190,0
c0fbc699-af7a-4947-81c7-03a86affbf96,21:33:49,109.41,70.95,231,1
dc67b0c5-5bee-443b-84e3-be75e4d3a652,22:47:19,112.84,73.07,215,0
e552c93a-d6b1-44e8-aaf0-1076b36a4a3b,17:27:03,108.71,70.77,189,0
7c1ceb2d-a4c9-4f8a-ba3e-e7f5d2b189ba,6:42:46,94.04,67.22,70,0
e4bd6759-c657-4e68-8d91-5e26c9ac0814,5:14:36,98.33,77.92,92,1
d4d1eea2-0d16-417f-ba98-e3ea271713e8,5:34:37,99.42,84.43,99,0
a30dc9b7-0484-4432-9a4c-84438d93eff7,6:05:51,104.59,72.5,213,1
d0cb4636-25be-427f-adc1-39c1797f5964,0:38:54,95.61,64.68,246,1
b1b38487-358c-4e0a-9e8e-65763011be93,12:54:41,93.65,76.07,101,1
d2a373b5-d967-4aa5-aa5b-5167213eb3fd,7:29:19,101.67,80.7,213,0
b702dc9c-2a4c-4e90-bfbf-e04b108eb026,9:45:30,96.37,72.11,145,1
c76325ca-b7cd-4943-a004-a9712ba869d4,0:09:11,104.79,77.66,105,1
c37576a2-5bdc-4f4a-8688-1e83f3eab617,22:28:03,112.3,79.5,78,0
9a42b4b2-90c5-4c99-bf8d-482ec07c00b5,20:25:07,97.77,66.08,252,1
e79c6ad2-3e29-4158-ab58-9d07efe353a8,0:39:52,101.55,81.85,234,1
8c9d7d55-ca6d-4757-ac58-bee73a3bc5f2,1:39:23,97.17,71.51,230,0
dad540f6-8156-461a-a51a-213ce397aca9,5:30:11,93.65,73.19,90,1
e62e8d05-1428-4ddf-8fb9-645d22fe462e,12:15:17,99.22,76.41,41,0
b0cefcaf-3cea-448f-b7fb-31afc9af1091,5:32:32,95.93,74.73,230,1
346b0072-0947-44c7-a2b5-bfa5bfeab96f,4:40:26,96.87,81.11,151,1
1a2f5a45-0fa1-4b65-94f8-81611e28c418,2:39:49,104.41,75.22,21,1
078dbee3-536e-491d-b824-1a3e3a6f84b4,1:30:15,111.43,71.56,207,1
71e95eba-8eeb-4e7d-9c04-752a7b91d49e,2:24:56,94.2,75.41,126,1
11ffd582-9031-4d24-842f-2d5d33f386ca,3:21:35,91.9,72.1,95,0
c7aaaf20-ebb2-4d11-9ac1-f66047cafa71,20:32:07,102.59,75.38,154,0
489fdd41-d6db-4737-a926-03e0a6cce3e0,1:37:49,99.16,67.73,148,0
6d4abc1a-1390-4ba8-b343-172c24885fe2,1:44:45,102.51,66.94,217,1
2b17c586-0cc5-4ce9-a78f-09a00d78cdca,18:09:14,100.53,76.6,252,0
63c806d1-af7f-4529-8c8e-5e9dc1c203a0,8:32:59,102.14,68.28,17,1
eb5d29d0-9bfe-4195-b730-9785d2e534e8,8:44:58,99.95,79.09,63,1
6733b83b-5f3d-40be-b309-3c4e97504191,16:10:17,104.83,68.58,224,1
e0a3b4f7-8c0d-4bc6-9706-8f4b73cd5f8e,7:31:03,105.53,68.01,24,0
0b3d285d-e92a-4e4d-814f-d1d4814c49ed,2:48:22,95.54,74.89,105,1
c1dea863-df77-41cf-89d8-9a2f33fb7c5d,3:47:21,98.5,70.1,19,1
2bfbb257-d2ed-4d1e-bef8-d008cec58e19,23:11:52,106.54,70.36,70,1
236bb707-7a2b-4be3-9699-88113ebb17ac,9:25:04,95.38,75.56,4,0
a956fa03-43c4-4ec8-a39f-288b57fc9a30,2:52:32,98.45,81.43,145,0
dc3b7182-e9e8-42b3-a735-82447badcaa5,19:54:45,101.03,80.53,150,1
6f5b6323-d658-4a1a-ad18-92e7c0fefb2a,1:40:14,94.14,72.73,84,1
bd491bb7-324c-48f2-81e0-c6bc1114e5b8,7:13:35,93.44,69.15,227,1
1ca6fc51-0a8e-494f-bad6-c383e5014ffe,19:16:31,107.08,74.43,163,0
6435ff9e-a666-4e2d-8b59-d991ebdcf839,4:13:52,101.45,75.4,189,0
a41d942e-e4a2-46a7-b528-c842e85cd878,1:42:16,102.88,67.51,194,0
8b29a6cb-144d-4f8b-918f-3c292cfadfdf,17:16:32,88.12,63.22,65,1
8cca9726-2143-49cd-94fc-19e6be3f49a3,16:52:12,99.48,83.56,99,0
b37f6be1-613f-4cc6-a23c-27908a283aff,19:39:27,112.94,81.38,103,0
935ddf61-fd31-44e7-87bb-668dad568ef9,18:07:40,96.18,82.25,223,0
1156ee30-0080-40b8-9581-08d033b2b688,20:34:32,90.93,78.62,173,1
4d78c30f-cfd3-4b5c-b61e-755bd16e3f72,5:32:58,96.35,76.01,142,1
dbcbac2a-4df7-4dd8-9891-5e5d8c746d4f,14:53:57,95.79,86.23,225,1
677b6aff-8fcf-4e45-a54a-5919531ca69b,21:54:05,102.98,85.99,168,1
cc54e4ac-4cab-40a8-9e0c-a8e2fdd47c04,23:15:12,102.83,73.09,125,0
328f80f8-7907-4e9b-a9ff-6c1b8ade61e3,9:00:43,99.89,81.97,220,1
ca2df325-ad53-44e7-9cf9-214cd7ed8a3d,20:30:20,90.55,77.07,38,0
3122bcd8-956a-45f3-8506-60187e76b6ce,3:20:23,96.73,83.3,216,0
393096cc-df08-45c7-9858-51f3558d3fc1,18:27:58,98.89,75.53,190,0
e4b1d1db-0e1a-4d3a-9e19-48915f86d8c7,8:37:31,104.86,78.31,202,1
30620732-816e-4a0f-b4c7-31c078828e71,3:51:44,93.74,74.05,125,0
3d50a05c-fffa-415e-b263-f9cd7bf1dbd6,20:07:01,105.52,81.19,43,0
91c5f25a-3d06-4335-9ef5-2fdd40cef00b,14:42:25,101.37,73.41,128,0
c50e0b8d-ffc6-4ad4-b399-8e5c59bb37eb,17:46:52,96.05,76.1,224,0
2c4e76d1-1d26-4754-8e25-a630b36d0009,22:31:25,108.53,74.15,200,1
6849a8d8-05f1-4b99-8fcc-b771ccc78146,10:57:36,92.12,77.97,56,0
5659038e-f493-4175-a054-8a8456a774eb,5:51:50,106.84,76.3,190,0
a31a6e5d-7c95-474f-a410-059b61d44ca8,15:48:10,99.3,75.96,6,1
2d116c2d-7796-4213-85c7-5b420b582960,3:45:27,99.36,71.39,104,1
77498af5-208e-4f06-98f8-63f4854eb6d8,2:07:28,104.85,59.34,64,1
02f8f7d7-a63f-44c6-a2b7-2cb06be964cd,21:17:51,102.02,67.32,5,0
0b1d441d-bf07-4e67-9f7e-6bca09189805,17:19:20,103.46,82.51,3,0
9f7e978f-44c7-4a97-940b-b4b35fcccfbd,5:09:55,102.92,69.47,35,1
038cde4d-d5cc-452e-b410-dd982cb1b4cf,2:50:36,101.96,71.17,57,1
e39d5d82-1e3e-4e79-9412-6cc5c93d30ba,14:06:11,95.68,77.5,175,1
c7bd4cb1-f899-40b7-bda0-ffcc5cfcca2b,17:57:21,104.54,73.82,89,0
a3c2f923-7457-4214-a814-1b264d29c1ae,9:51:19,102.77,70.45,217,0
274dadf9-7d2a-45d2-bf63-1812df32d9a3,5:07:45,110.4,76.37,15,1
1b892578-e022-44a4-b230-6020fa3328c8,12:29:13,88.12,74.3,235,1
b674fbcb-b9a5-473c-8772-3f357cb09f8b,11:46:07,87.76,73.05,4,1
5c48d960-a0da-49cb-842c-e18c56513113,19:50:27,95.31,68.5,18,1
c8bf6cb6-ac64-4f35-a2a7-dfe8249c327e,19:49:15,109.05,74.4,57,1
aa7f8fc5-b425-4397-82c2-2148429fe498,17:17:18,97.72,69.88,32,0
40840778-d5b6-46a7-8b48-85a5f41676cb,20:12:52,89.66,70.97,138,0
ac7c7103-d454-4485-b504-d97c5fd96e1e,5:48:32,98.01,76.94,138,1
e4ee7997-6c15-4e59-8350-87a23ceec7b8,20:34:29,101.64,70.02,200,0
1b55f91e-bb3a-46ab-84e5-b28527f0a386,8:42:55,107.71,75.69,227,0
8ecf763d-f7f9-42f1-903d-b5d7b6c63350,11:29:43,100.76,78.78,53,0
34bfb27f-eea9-4950-a3ab-2c327abf77ed,4:06:04,97.75,77.3,36,1
d7d8a4c9-9aae-4eb2-a951-7992ff4db2f3,3:47:52,99.38,75.05,4,1
